API_WELL_NUMBER,WELL_TYPE_CODE,WELL_NAME,COMPANY_NAME,BOREHOLE_STAT_DT,BH_TOTAL_MD
1.7715E+11,D,12,"Energy XXI GOM, LLC",10/23/96,12567
1.7715E+11,D,1,"Energy XXI GOM, LLC",1/28/07,12242
1.77154E+11,D, F003,"Energy XXI GOM, LLC",2/17/87,11670
1.77154E+11,D, D016,"Energy XXI GOM, LLC",8/6/98,11339
1.77154E+11,D, D014,"Energy XXI GOM, LLC",9/14/95,11196
1.7719E+11,D, J017,"Energy XXI GOM, LLC",6/8/76,4832
1.7715E+11,D, C006,"Energy XXI GOM, LLC",9/23/72,12118
1.7715E+11,D, B003,"Energy XXI GOM, LLC",8/18/81,12413
1.77112E+11,D, I002,"Energy XXI GOM, LLC",3/10/71,11146
1.77094E+11,E,1,Leed Petroleum LLC,11/6/88,15905
6.08114E+11,D,SS002,Eni US Operating Co. Inc.,9/14/13,13322
6.08184E+11,E,1,Eni US Operating Co. Inc.,1/5/10,8772
6.08114E+11,E,1,Eni US Operating Co. Inc.,8/16/11,13110
1.77054E+11,E,1,Eni US Operating Co. Inc.,10/9/07,13293
6.08114E+11,E,1,Eni US Operating Co. Inc.,7/12/07,15860
6.08114E+11,E,5,Eni US Operating Co. Inc.,10/5/04,8294
6.08174E+11,E,SS001,Eni US Operating Co. Inc.,10/13/03,11965
6.08174E+11,D, A004,Eni US Operating Co. Inc.,10/29/04,14044
6.08115E+11,D,3,Eni US Operating Co. Inc.,2/27/10,15032
6.08174E+11,E,SS001,Eni US Operating Co. Inc.,2/23/05,11570
6.08174E+11,E, A003,Eni US Operating Co. Inc.,6/16/04,13836
6.08114E+11,D,1,Eni US Operating Co. Inc.,6/18/00,21700
6.08114E+11,E,2,Eni US Operating Co. Inc.,11/12/00,16750
6.08115E+11,D,5,Eni US Operating Co. Inc.,8/16/00,15500
6.08105E+11,D,2,Eni US Operating Co. Inc.,5/7/05,15511
6.08174E+11,E, A002,Eni US Operating Co. Inc.,8/6/04,15625
6.08174E+11,D, A001,Eni US Operating Co. Inc.,6/20/08,10746
6.08114E+11,E,1,Eni US Operating Co. Inc.,4/3/00,25058
1.77194E+11,D, A021,Eni US Operating Co. Inc.,9/28/17,12830
1.77194E+11,D, A021,Eni US Operating Co. Inc.,4/30/99,11945
6.08105E+11,D,2,Eni US Operating Co. Inc.,2/3/00,15488
1.77164E+11,E,5,Eni US Operating Co. Inc.,11/26/91,12900
1.77194E+11,D, A012,Eni US Operating Co. Inc.,6/20/12,12073
1.77004E+11,D, A002,Eni US Operating Co. Inc.,10/10/98,8869
1.77124E+11,D, F012,Eni US Operating Co. Inc.,3/16/00,2940
1.77124E+11,D, F004,Eni US Operating Co. Inc.,3/16/00,8283
1.77124E+11,E,4,Eni US Operating Co. Inc.,3/6/78,11548
6.08174E+11,D, A008,Eni US Operating Co. Inc.,6/20/08,9135
6.08174E+11,D, A007,Eni US Operating Co. Inc.,6/20/08,10314
6.08174E+11,D, A006,Eni US Operating Co. Inc.,6/20/08,6082
6.08174E+11,D, A004,Eni US Operating Co. Inc.,6/20/08,9945
6.08174E+11,E,2,Eni US Operating Co. Inc.,11/5/89,6240
6.08114E+11,E,1,Eni US Operating Co. Inc.,2/4/85,12061
1.77064E+11,D, D002,"GoMex Energy Offshore, Ltd.",10/25/09,7625
1.77064E+11,E, D014,"GoMex Energy Offshore, Ltd.",4/18/17,8086
1.77014E+11,E, A001,Monforte Exploration L.L.C.,9/16/14,8003
1.77124E+11,D, A021,Monforte Exploration L.L.C.,9/23/78,2986
1.77124E+11,D, A007,Monforte Exploration L.L.C.,1/16/03,7879
1.77124E+11,D, A022,Monforte Exploration L.L.C.,7/2/92,3042
1.77124E+11,D, A016,Monforte Exploration L.L.C.,4/22/08,6695
1.77124E+11,D, A012,Monforte Exploration L.L.C.,12/12/77,6664
1.77124E+11,D, A009,Monforte Exploration L.L.C.,9/23/77,7670
6.08114E+11,E,1,Repsol E&P USA Inc.,10/22/07,10000
6.08114E+11,D,MA001,Marubeni Oil & Gas (USA) LLC,4/16/05,18680
6.08044E+11,E,SS001,Marubeni Oil & Gas (USA) LLC,9/29/04,9510
6.08044E+11,E,SS001,Marubeni Oil & Gas (USA) LLC,2/13/03,7637
6.08174E+11,D,SS003,Marubeni Oil & Gas (USA) LLC,12/20/00,14860
1.77004E+11,D,28,"Hoactzin Partners, L.P.",3/21/04,13002
4.27084E+11,E,1,TDC Energy LLC,8/1/07,9901
1.77054E+11,D, A001,TDC Energy LLC,11/2/07,15242
1.77054E+11,D, A006,TDC Energy LLC,11/1/07,12320
6.08174E+11,E,1,Statoil Gulf of Mexico LLC,9/11/14,31625
1.7708E+11,E,3,ANKOR Energy LLC,1/22/64,3640
1.77074E+11,D, B029,ANKOR Energy LLC,7/6/97,9200
1.77074E+11,D, B026,ANKOR Energy LLC,8/23/86,9133
1.7707E+11,D, A007,ANKOR Energy LLC,3/29/05,11875
1.77094E+11,D, J002,ANKOR Energy LLC,4/28/95,7438
1.77094E+11,D, J001,ANKOR Energy LLC,4/23/88,7187
1.77154E+11,E,1,"Northstar Offshore Energy Partners, LLC",9/18/02,15520
1.77094E+11,D,6,"Northstar Offshore Energy Partners, LLC",8/4/11,13869
1.77014E+11,E, A004,"Hall-Houston Exploration III, L.P.",10/3/13,11324
1.77034E+11,D, C002,"EC Offshore Properties, Inc.",12/15/03,8849
1.7703E+11,D, A004,"EC Offshore Properties, Inc.",10/21/57,10798
1.7703E+11,D, A001,"EC Offshore Properties, Inc.",11/13/57,9750
4.27094E+11,D, B012,"Cox Operating, L.L.C.",8/28/13,7998
6.08164E+11,D, A020,"Cox Operating, L.L.C.",7/30/08,7900
1.77114E+11,D, D001,"Cox Operating, L.L.C.",11/4/87,10406
1.77114E+11,D, B011,"Cox Operating, L.L.C.",6/10/96,2206
1.77054E+11,D, H006,"Cox Operating, L.L.C.",1/19/15,11198
1.77054E+11,D, H005,"Cox Operating, L.L.C.",1/25/15,12048
1.77054E+11,D, F003,"Cox Operating, L.L.C.",5/3/14,9208
1.77074E+11,D,100,"Cox Operating, L.L.C.",5/9/13,10270
1.77114E+11,D, J001,"Cox Operating, L.L.C.",3/18/12,11580
1.77104E+11,D, A020,"Cox Operating, L.L.C.",4/14/12,5490
1.77054E+11,D, C004,"Cox Operating, L.L.C.",2/7/12,15538
1.77074E+11,E,234,"Cox Operating, L.L.C.",7/23/11,21382
1.77114E+11,D, B004,"Cox Operating, L.L.C.",8/13/81,11884
1.77054E+11,D, B008,"Cox Operating, L.L.C.",12/28/10,14007
1.77074E+11,D, C010,"Cox Operating, L.L.C.",10/20/10,12385
1.77104E+11,D, C009,"Cox Operating, L.L.C.",3/20/86,6789
1.77074E+11,E,230,"Cox Operating, L.L.C.",2/26/08,17089
4.27094E+11,D, C001,"Cox Operating, L.L.C.",8/24/81,17195
1.77104E+11,D, C013,"Cox Operating, L.L.C.",6/5/86,5290
1.77084E+11,D, A003,"Cox Operating, L.L.C.",5/8/13,13015
1.77084E+11,D, A003,"Cox Operating, L.L.C.",5/12/06,16772
1.77074E+11,D,198,"Cox Operating, L.L.C.",7/2/10,11900
1.77094E+11,D,11,"Cox Operating, L.L.C.",2/19/06,16331
4.27094E+11,D, D005,"Cox Operating, L.L.C.",3/9/05,12275
4.27094E+11,D, B015,"Cox Operating, L.L.C.",9/2/84,11100
1.77084E+11,D, B002,"Cox Operating, L.L.C.",4/22/92,13995
6.08164E+11,D, A016,"Cox Operating, L.L.C.",11/11/01,9080
6.08164E+11,D, A014,"Cox Operating, L.L.C.",11/6/01,7518
1.77084E+11,D, A003,"Cox Operating, L.L.C.",11/3/01,10990
1.77194E+11,D, A051,"Cox Operating, L.L.C.",10/19/00,10262
4.27094E+11,D, C004,"Cox Operating, L.L.C.",3/27/00,6360
4.27094E+11,D, B017,"Cox Operating, L.L.C.",9/13/96,8780
1.77054E+11,D, B005,"Cox Operating, L.L.C.",10/5/11,10956
1.77054E+11,D, B005,"Cox Operating, L.L.C.",3/1/99,10111
1.77104E+11,D, C009,"Cox Operating, L.L.C.",5/25/13,6607
1.77054E+11,D, B005,"Cox Operating, L.L.C.",2/20/99,9909
1.77104E+11,D, C001,"Cox Operating, L.L.C.",4/28/14,6458
1.7708E+11,D, A003,ANKOR Energy LLC,5/11/83,7850
1.77194E+11,D, A005,"Cox Operating, L.L.C.",11/23/88,15890
1.77114E+11,D, B002,"Cox Operating, L.L.C.",4/2/10,8440
1.77104E+11,D, D016,"Cox Operating, L.L.C.",11/27/92,5513
1.77104E+11,D, C003,"Cox Operating, L.L.C.",7/17/85,8960
1.77104E+11,D, D013,"Cox Operating, L.L.C.",7/8/11,6248
1.77054E+11,D, F008,"Cox Operating, L.L.C.",5/24/97,11524
1.7711E+11,E,1,"Energy XXI GOM, LLC",5/31/66,14313
1.7711E+11,D, H005,"Energy XXI GOM, LLC",2/9/69,11350
1.7711E+11,D, H004,"Energy XXI GOM, LLC",3/16/69,12030
1.7711E+11,D, H001,"Energy XXI GOM, LLC",12/6/68,11316
1.7711E+11,D, F002,"Energy XXI GOM, LLC",11/26/64,11340
1.77114E+11,D, K009,"Energy XXI GOM, LLC",12/14/73,3965
1.77114E+11,D, K006,"Energy XXI GOM, LLC",10/13/99,9117
1.77114E+11,D, J008,"Energy XXI GOM, LLC",12/8/72,12000
1.77114E+11,D, J004,"Energy XXI GOM, LLC",1/29/16,9990
1.7711E+11,D, G007,"Energy XXI GOM, LLC",8/27/68,10917
1.7711E+11,D,23,"Energy XXI GOM, LLC",3/17/07,15296
1.7711E+11,D,9,"Energy XXI GOM, LLC",8/24/93,13691
1.77224E+11,D, A001,"Energy XXI GOM, LLC",6/9/85,9280
1.77224E+11,D, B033,"Energy XXI GOM, LLC",4/29/03,12618
1.77224E+11,D, B017,"Energy XXI GOM, LLC",7/10/87,11050
1.77224E+11,D, A020,"Energy XXI GOM, LLC",5/17/85,10297
1.77224E+11,D, A018,"Energy XXI GOM, LLC",5/30/99,10661
1.77224E+11,D, A002,"Energy XXI GOM, LLC",9/4/00,9800
1.77224E+11,E,3,"Energy XXI GOM, LLC",8/25/72,13355
1.77214E+11,D, D018,"Energy XXI GOM, LLC",11/23/87,10982
1.77214E+11,D, D003,"Energy XXI GOM, LLC",2/25/01,8390
1.77214E+11,D, B009,"Energy XXI GOM, LLC",3/30/98,12352
1.77214E+11,D, B009,"Energy XXI GOM, LLC",2/26/82,12334
1.77224E+11,D, C017,"Energy XXI GOM, LLC",9/23/96,13442
1.77224E+11,D, C008,"Energy XXI GOM, LLC",2/22/06,15914
1.77224E+11,D, A012,"Energy XXI GOM, LLC",11/30/80,5566
1.77214E+11,E,4,"Energy XXI GOM, LLC",6/2/80,11525
1.77214E+11,D, A020,"Energy XXI GOM, LLC",10/18/00,14220
1.77214E+11,D, A012,"Energy XXI GOM, LLC",11/12/83,12970
1.77214E+11,D, A002,"Energy XXI GOM, LLC",5/12/13,12733
1.77214E+11,E,1,"Energy XXI GOM, LLC",2/12/73,14031
1.77214E+11,D, C001,"Energy XXI GOM, LLC",12/31/81,10547
1.77074E+11,E,170,"Energy XXI GOM, LLC",12/20/91,10160
1.77074E+11,E,132,"Energy XXI GOM, LLC",5/16/13,10500
1.77074E+11,E,91,"Energy XXI GOM, LLC",11/20/01,14475
1.77084E+11,D, B007,"Energy XXI GOM, LLC",12/13/09,15800
1.77074E+11,D, D001,"Energy XXI GOM, LLC",8/3/96,13895
1.7707E+11,D, A005,"Energy XXI GOM, LLC",4/3/69,10550
1.7707E+11,E,2,"Energy XXI GOM, LLC",4/11/67,11602
1.77254E+11,D, C021,"Energy XXI GOM, LLC",12/16/86,8455
1.77254E+11,D, B008,"Energy XXI GOM, LLC",2/28/82,9573
1.77254E+11,D, B006,"Energy XXI GOM, LLC",12/21/81,9607
1.77254E+11,D, A008,"Energy XXI GOM, LLC",11/10/02,11607
1.77254E+11,E,3,"Energy XXI GOM, LLC",8/23/77,12507
1.77254E+11,D, C014,"Energy XXI GOM, LLC",10/27/13,10929
1.77254E+11,D, A017,"Energy XXI GOM, LLC",3/5/95,11766
1.77254E+11,D, A015,"Energy XXI GOM, LLC",6/18/13,11022
4.27114E+11,D, A001,"Energy XXI GOM, LLC",10/28/82,7178
4.27114E+11,E,6,"Energy XXI GOM, LLC",8/19/78,10190
4.27114E+11,D, A006,"Energy XXI GOM, LLC",11/11/00,7267
4.27114E+11,D, A004,"Energy XXI GOM, LLC",10/16/10,6460
4.27114E+11,D, A003,"Energy XXI GOM, LLC",10/13/10,8523
1.77194E+11,D, E025,"Energy XXI GOM, LLC",7/5/93,11084
1.7711E+11,D, C002,"Energy XXI GOM, LLC",7/24/63,11369
1.77194E+11,D, E025,"Energy XXI GOM, LLC",4/12/93,14664
1.7719E+11,D, E013,"Energy XXI GOM, LLC",4/15/88,12392
1.7719E+11,D, E007,"Energy XXI GOM, LLC",9/29/72,12360
1.77104E+11,E,2,"Royal Production Company, Inc.",4/10/07,10400
6.08154E+11,E,1,"Royal Production Company, Inc.",7/9/11,3249
6.08174E+11,E,1,Deep Gulf Energy LP,4/30/13,11218
4.27094E+11,D, A003,"Apache Shelf, Inc.",11/22/88,11280
1.77054E+11,D, G001,"Apache Shelf, Inc.",3/23/79,11298
1.77054E+11,E,48,"Apache Shelf, Inc.",8/27/82,10971
1.77064E+11,D, A021,"Apache Shelf, Inc.",6/29/08,15664
1.77104E+11,D, D009,"Apache Shelf, Inc.",5/13/71,8657
1.77004E+11,E, A002,"Apache Shelf, Inc.",11/19/14,21800
4.27084E+11,D, A001,"Apache Shelf, Inc.",1/2/05,15900
1.77054E+11,D,12,"Apache Shelf, Inc.",10/25/94,4280
1.77104E+11,E, D001,"Apache Shelf, Inc.",7/13/03,11242
1.77054E+11,D,12,"Apache Shelf, Inc.",8/12/15,3575
1.77064E+11,D, A002,"Apache Shelf, Inc.",10/1/13,11669
1.77084E+11,E, C003,"Apache Shelf, Inc.",7/20/01,10468
1.77054E+11,D, J002,"Apache Shelf, Inc.",6/25/14,11269
1.77004E+11,E, D004,"Apache Shelf, Inc.",10/9/13,8000
1.77124E+11,D, A003,"Apache Shelf, Inc.",6/15/14,13300
1.77004E+11,E, E001,"Apache Shelf, Inc.",6/16/16,10493
1.77004E+11,E, D002,"Apache Shelf, Inc.",10/9/13,13810
1.77064E+11,E,1,"Apache Shelf, Inc.",11/11/96,16856
1.77054E+11,D, H001,"Apache Shelf, Inc.",5/29/14,8579
1.77094E+11,D, H004,"Apache Shelf, Inc.",7/23/14,6652
1.77102E+11,D, C003,"Apache Shelf, Inc.",3/17/96,4550
1.77024E+11,D, A007,"Apache Shelf, Inc.",9/25/16,11606
1.77004E+11,D,15,"Apache Shelf, Inc.",5/10/78,12658
1.7705E+11,D,3,"Apache Shelf, Inc.",7/11/13,11000
1.77054E+11,E,2,"Apache Shelf, Inc.",12/14/90,15500
1.7705E+11,D, B001,"Apache Shelf, Inc.",8/10/14,15620
1.77054E+11,D, G005,"Apache Shelf, Inc.",10/15/15,14670
1.77054E+11,D, G002,"Apache Shelf, Inc.",10/15/15,13577
1.77052E+11,D, F001,"Apache Shelf, Inc.",7/20/13,11100
1.77052E+11,D, E002,"Apache Shelf, Inc.",7/25/12,6500
1.77054E+11,D,33,"Apache Shelf, Inc.",7/27/12,16772
4.27094E+11,D, A015,"Apache Shelf, Inc.",6/17/14,10502
4.27094E+11,D, B002,"Apache Shelf, Inc.",3/25/96,9600
4.27094E+11,E,1,"Apache Shelf, Inc.",10/4/74,10641
4.27114E+11,E,2,"Apache Shelf, Inc.",5/8/74,7634
1.77104E+11,D, G002,"Apache Shelf, Inc.",5/15/96,7915
1.77102E+11,D, A003,"Apache Shelf, Inc.",6/18/00,4560
1.77104E+11,D, B005,"Apache Shelf, Inc.",6/20/16,5985
1.771E+11,D, A001,"Apache Shelf, Inc.",9/17/84,10480
1.771E+11,E,3,"Apache Shelf, Inc.",7/2/67,8500
1.7711E+11,D,3,"Apache Shelf, Inc.",5/14/79,16200
1.7711E+11,E,2,"Apache Shelf, Inc.",1/25/75,14602
1.77164E+11,E,1,Offshore Shelf LLC,7/7/06,10745
1.77164E+11,E,1,Offshore Shelf LLC,6/22/06,9580
6.08074E+11,E,1,Offshore Shelf LLC,10/6/08,8600
1.77094E+11,E,3,Offshore Shelf LLC,7/26/08,5888
4.27114E+11,E,1,Offshore Shelf LLC,10/31/97,11500
1.77004E+11,D,12,Offshore Shelf LLC,5/3/74,12087
1.7711E+11,D,15,Offshore Shelf LLC,9/1/91,17675
1.7711E+11,D,8,Offshore Shelf LLC,10/24/84,15641
1.7711E+11,D,1,Offshore Shelf LLC,12/22/56,9002
4.27044E+11,D, A002,"Royal Production Company, Inc.",7/20/14,8125
6.08174E+11,R,IW019,Taylor Energy Company LLC,10/31/09,9577
6.08174E+11,D, A017,Taylor Energy Company LLC,12/12/86,6651
1.77114E+11,D, D001,Fieldwood Energy LLC,8/3/07,14103
1.77174E+11,D, B001,Fieldwood Energy LLC,5/24/01,16065
1.77254E+11,D, B033,Fieldwood Energy LLC,6/4/00,11586
1.77074E+11,E, E001,Fieldwood Energy LLC,7/28/10,12075
1.77164E+11,D, A022,Fieldwood Energy LLC,4/20/95,12986
6.08174E+11,D, A031,Fieldwood Energy LLC,5/6/00,12515
1.77004E+11,D, H002,Fieldwood Energy LLC,3/11/00,10238
4.27084E+11,D,1,Fieldwood Energy LLC,4/10/00,11974
1.77254E+11,D, B010,Fieldwood Energy LLC,1/26/15,14040
1.77114E+11,D, A006,Fieldwood Energy LLC,2/22/00,12500
1.77064E+11,D, A015,Fieldwood Energy LLC,5/16/08,9500
1.77154E+11,D, A002,Fieldwood Energy LLC,7/18/16,10647
1.77124E+11,D,5,Fieldwood Energy LLC,10/11/99,2057
1.77002E+11,E,7,Fieldwood Energy LLC,6/10/71,9788
1.77094E+11,E,7,Fieldwood Energy LLC,1/19/09,14252
1.77234E+11,D, C021,Fieldwood Energy LLC,12/23/78,18897
1.77234E+11,D, D024,Fieldwood Energy LLC,12/7/08,9400
4.27114E+11,D, A007,Fieldwood Energy LLC,1/28/83,11000
1.7707E+11,D, B003,Fieldwood Energy LLC,3/31/66,13404
1.77074E+11,D, E008,Fieldwood Energy LLC,3/11/07,15573
1.77044E+11,D,4,Fieldwood Energy LLC,8/28/95,7294
1.77002E+11,D, A006,Fieldwood Energy LLC,6/22/79,8932
1.77064E+11,D, A002,Fieldwood Energy LLC,4/19/00,11508
1.77112E+11,D, B007,Fieldwood Energy LLC,4/1/02,13225
1.77094E+11,D,9,Fieldwood Energy LLC,4/3/08,12500
1.77004E+11,D, F002,Fieldwood Energy LLC,4/6/99,11858
1.77114E+11,D, G001,Fieldwood Energy LLC,7/11/98,11776
1.77194E+11,D, E020,Fieldwood Energy LLC,2/8/98,10063
1.77114E+11,D, A001,Fieldwood Energy LLC,5/1/97,13443
1.77254E+11,D, C002,Fieldwood Energy LLC,7/15/86,8915
1.77092E+11,D, E001,Fieldwood Energy LLC,1/16/11,5657
1.77112E+11,D, A010,Fieldwood Energy LLC,7/14/09,11260
1.77194E+11,D, E001,Fieldwood Energy LLC,1/12/96,13595
1.77104E+11,D, D001,Fieldwood Energy LLC,2/5/96,8687
6.08174E+11,D, A009,Fieldwood Energy LLC,11/22/95,13350
1.77084E+11,D, A015,Fieldwood Energy LLC,9/22/14,9693
1.77094E+11,D,18,Fieldwood Energy LLC,1/1/96,12460
1.77194E+11,D, E011,Fieldwood Energy LLC,3/28/95,7847
1.77254E+11,D, C014,Fieldwood Energy LLC,4/25/85,9090
1.77072E+11,D, B007,Fieldwood Energy LLC,12/3/69,12323
1.77094E+11,D,19,Fieldwood Energy LLC,11/30/13,11621
1.77194E+11,D, E018,Fieldwood Energy LLC,2/20/87,12543
1.77194E+11,D, D014,Fieldwood Energy LLC,12/3/06,16053
1.77192E+11,D, D007,Fieldwood Energy LLC,8/20/01,9095
1.77194E+11,E,2,Fieldwood Energy LLC,11/22/78,15000
1.77004E+11,D, A001,Fieldwood Energy LLC,2/8/09,10623
6.08164E+11,E,1,Fieldwood Energy LLC,3/26/86,11520
1.77154E+11,E,1,Fieldwood Energy LLC,10/10/79,9000
1.77124E+11,D,JA006,Fieldwood Energy LLC,4/24/88,15805
1.77114E+11,D, B024,Fieldwood Energy LLC,1/23/09,12795
1.77114E+11,D, A025,Fieldwood Energy LLC,2/13/08,12046
1.77114E+11,D,4,Fieldwood Energy LLC,5/23/00,9850
1.77114E+11,D, A019,Fieldwood Energy LLC,3/16/97,13000
1.7711E+11,D, A004,Fieldwood Energy LLC,9/6/68,11611
1.7711E+11,D, A006,Fieldwood Energy LLC,5/17/77,9648
1.7711E+11,E,3,Fieldwood Energy LLC,5/7/68,9635
1.7711E+11,E,4,Fieldwood Energy LLC,7/23/07,12156
1.77174E+11,E,3,"Energy XXI GOM, LLC",8/2/82,11077
1.7717E+11,D, W014,"Energy XXI GOM, LLC",8/6/89,10570
1.7717E+11,D, Y007,"Energy XXI GOM, LLC",11/6/67,12992
1.7717E+11,D, Y006,"Energy XXI GOM, LLC",7/28/72,11371
1.7717E+11,D, Y003,"Energy XXI GOM, LLC",1/14/78,11939
1.7717E+11,D, U023,"Energy XXI GOM, LLC",8/19/71,12240
1.77174E+11,D, T043,"Energy XXI GOM, LLC",12/1/86,7420
1.77174E+11,D, T038,"Energy XXI GOM, LLC",12/27/86,6742
1.7717E+11,D, T021,"Energy XXI GOM, LLC",1/7/85,10626
1.7717E+11,D, T014,"Energy XXI GOM, LLC",1/24/85,9910
1.7717E+11,D, T013,"Energy XXI GOM, LLC",6/6/78,10115
1.7717E+11,D, T012,"Energy XXI GOM, LLC",7/1/74,10776
1.7717E+11,D, T008,"Energy XXI GOM, LLC",6/13/80,6353
1.77174E+11,D, J026,"Energy XXI GOM, LLC",12/18/86,6768
1.77174E+11,D,SW131,"Energy XXI GOM, LLC",3/8/90,2273
1.77174E+11,D, W039,"Energy XXI GOM, LLC",12/16/88,11292
1.7717E+11,D, U005,"Energy XXI GOM, LLC",8/13/90,11629
1.7717E+11,D, R009,"Energy XXI GOM, LLC",2/23/69,9881
1.77174E+11,D, Q045,"Energy XXI GOM, LLC",7/2/89,11970
1.7717E+11,D, Q011,"Energy XXI GOM, LLC",10/28/86,8374
1.7717E+11,D, Q008,"Energy XXI GOM, LLC",2/4/62,10700
1.7717E+11,D, P013,"Energy XXI GOM, LLC",3/8/79,11150
1.7717E+11,D, P006,"Energy XXI GOM, LLC",5/6/79,10500
1.7717E+11,D, P003,"Energy XXI GOM, LLC",1/16/13,8890
1.7717E+11,D, N011,"Energy XXI GOM, LLC",6/14/77,11995
1.7717E+11,D, J018,"Energy XXI GOM, LLC",8/1/80,8271
1.77174E+11,D,SW204,"Energy XXI GOM, LLC",1/16/90,2338
1.77174E+11,D, R023,"Energy XXI GOM, LLC",8/25/87,12018
1.77104E+11,D, A005,"Energy XXI GOM, LLC",2/14/79,10275
1.77104E+11,D, A002,"Energy XXI GOM, LLC",12/28/78,6775
1.77104E+11,E,4,"Energy XXI GOM, LLC",4/9/76,10615
1.77104E+11,E,2,"Energy XXI GOM, LLC",10/25/75,7300
1.77094E+11,D, H001,"Energy XXI GOM, LLC",1/23/93,13335
1.7709E+11,D, B018,"Energy XXI GOM, LLC",10/2/96,13070
1.7709E+11,D, B008,"Energy XXI GOM, LLC",2/1/67,12900
1.7709E+11,D, B005,"Energy XXI GOM, LLC",7/15/93,12950
1.7709E+11,D, B003,"Energy XXI GOM, LLC",9/26/66,13365
1.7709E+11,D, A010,"Energy XXI GOM, LLC",2/21/66,13216
1.77094E+11,D, D010,"Energy XXI GOM, LLC",5/16/94,9220
1.77094E+11,D, D010,"Energy XXI GOM, LLC",4/19/94,11560
1.77094E+11,D, D002,"Energy XXI GOM, LLC",4/21/13,8429
1.77094E+11,D, C014,"Energy XXI GOM, LLC",10/28/92,11825
1.77094E+11,D, C012,"Energy XXI GOM, LLC",7/26/95,8430
1.77094E+11,D, A006,"Energy XXI GOM, LLC",7/22/09,13009
1.77094E+11,E,4,"Energy XXI GOM, LLC",10/23/71,10500
1.77094E+11,D, A006,"Energy XXI GOM, LLC",7/8/72,10086
1.7709E+11,D, A005,"Energy XXI GOM, LLC",5/10/14,11703
1.7709E+11,D,11,"Energy XXI GOM, LLC",9/14/99,10005
1.77044E+11,D, B011,"Energy XXI GOM, LLC",4/16/91,8025
1.77044E+11,D, A008,"Energy XXI GOM, LLC",3/20/13,10114
1.77044E+11,D, A007,"Energy XXI GOM, LLC",4/16/13,13614
1.77044E+11,D, B001,"Energy XXI GOM, LLC",9/24/09,10424
1.77154E+11,D, E004,"Energy XXI GOM, LLC",11/23/09,13592
1.7719E+11,D, E001,"Energy XXI GOM, LLC",4/7/89,12000